Sequence Length,Noise Amount,Crossover Rate,Elitism Rate,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
16,0.6,0.8,0.06,0.6041842103004456,0.9994564056396484,0.9733238220214844,0.9890259504318237,0.6041842103004456,0.9742182493209839,0.9998549818992615
16,0.6,0.8,0.12,0.6698430776596069,0.9997142553329468,0.9881080389022827,0.9803521633148193,0.6698430776596069,0.9653275012969971,0.9999562501907349
16,0.6,0.8,0.24,0.6710805296897888,0.9987859725952148,0.9734070301055908,0.9874889254570007,0.6710805296897888,0.9649021029472351,0.9989992380142212
32,0.15,0.2,0.06,0.9993384480476379,0.9995741844177246,0.9993384480476379,0.9996306896209717,0.9995259046554565,0.9995464086532593,0.9995819926261902
32,0.15,0.2,0.12,0.999292254447937,0.9995357990264893,0.9994366765022278,0.9994469881057739,0.9995806813240051,0.999292254447937,0.9995379447937012
32,0.15,0.2,0.24,0.9993912577629089,0.9993912577629089,0.9994613528251648,0.9995319843292236,0.9996404647827148,0.9996070861816406,0.9996252059936523
32,0.15,0.4,0.06,0.9992789030075073,0.9992789030075073,0.9995059370994568,0.99959397315979,0.999554455280304,0.9995411038398743,0.9996362924575806
32,0.15,0.4,0.12,0.9994293451309204,0.9995201826095581,0.9995347261428833,0.999561071395874,0.9995877146720886,0.9994293451309204,0.9994885325431824
32,0.15,0.4,0.24,0.9993468523025513,0.9994680881500244,0.9994664192199707,0.9993468523025513,0.9995976686477661,0.9994531869888306,0.9995567798614502
32,0.15,0.8,0.06,0.9994174242019653,0.9994269013404846,0.9994174242019653,0.9995530843734741,0.999536395072937,0.9994328022003174,0.9995836615562439
32,0.15,0.8,0.12,0.9994535446166992,0.9994558691978455,0.9995394945144653,0.99957275390625,0.9994806051254272,0.9995406866073608,0.9994535446166992
32,0.15,0.8,0.24,0.999176561832428,0.9994799494743347,0.999176561832428,0.999499499797821,0.9996604919433594,0.9994387030601501,0.9995957612991333
32,0.3,0.2,0.06,0.9985471963882446,0.998841404914856,0.9995532035827637,0.9985471963882446,0.9991055130958557,0.9993566870689392,0.9995383620262146
32,0.3,0.2,0.12,0.9977827072143555,0.999455988407135,0.9992994666099548,0.9977827072143555,0.9978398680686951,0.9992115497589111,0.9992471933364868
32,0.3,0.2,0.24,0.9988325834274292,0.9994713068008423,0.999472975730896,0.9992806315422058,0.9990018010139465,0.9988325834274292,0.9994601011276245
32,0.3,0.4,0.06,0.9986598491668701,0.9994194507598877,0.9986598491668701,0.9994732141494751,0.9990057349205017,0.9987338781356812,0.9994148015975952
32,0.3,0.4,0.12,0.9982137084007263,0.9995251893997192,0.999092161655426,0.9982137084007263,0.9993326663970947,0.9990561604499817,0.9986059665679932
32,0.3,0.4,0.24,0.998723030090332,0.998723030090332,0.999079704284668,0.998799204826355,0.9996023774147034,0.9994986057281494,0.9988313913345337
32,0.3,0.8,0.06,0.9986711740493774,0.9991239905357361,0.9990572333335876,0.9986711740493774,0.9990568161010742,0.9987292289733887,0.999293863773346
32,0.3,0.8,0.12,0.9989279508590698,0.9989279508590698,0.9991166591644287,0.9993095397949219,0.9990598559379578,0.9991113543510437,0.9995166659355164
32,0.3,0.8,0.24,0.9984593987464905,0.999388575553894,0.99891197681427,0.9984593987464905,0.9986891746520996,0.9990025758743286,0.9995192885398865
32,0.6,0.2,0.06,0.9969482421875,0.9973531365394592,0.9973852634429932,0.9979619979858398,0.9969482421875,0.9990697503089905,0.997282862663269
32,0.6,0.2,0.12,0.9937942028045654,0.9988190531730652,0.9987973570823669,0.998499870300293,0.9937942028045654,0.9989901781082153,0.9990396499633789
32,0.6,0.2,0.24,0.9959158897399902,0.9991761445999146,0.9982068538665771,0.9989341497421265,0.9959158897399902,0.9982362389564514,0.9980847835540771
32,0.6,0.4,0.06,0.991959810256958,0.9986233711242676,0.998024046421051,0.995740532875061,0.9960610866546631,0.991959810256958,0.996914803981781
32,0.6,0.4,0.12,0.9963040351867676,0.997235894203186,0.9963040351867676,0.9966855645179749,0.9982994794845581,0.9964311122894287,0.998153030872345
32,0.6,0.4,0.24,0.9926545023918152,0.9981991052627563,0.9990732669830322,0.9981548190116882,0.9926545023918152,0.9979817867279053,0.9978193044662476
32,0.6,0.8,0.06,0.9905754327774048,0.9974090456962585,0.9905754327774048,0.9934070110321045,0.9971026182174683,0.9968146085739136,0.9994233846664429
32,0.6,0.8,0.12,0.9945810437202454,0.9978259801864624,0.9987493753433228,0.9945810437202454,0.9966772794723511,0.9965060949325562,0.9986724853515625
32,0.6,0.8,0.24,0.9950571656227112,0.9957051277160645,0.9993661642074585,0.9950571656227112,0.9966869950294495,0.9987820982933044,0.9978158473968506
64,0.15,0.2,0.06,0.9878285527229309,0.9878285527229309,0.9881203174591064,0.9895195960998535,0.9894816875457764,0.9884687662124634,0.9926987886428833
64,0.15,0.2,0.12,0.9863007068634033,0.9894832372665405,0.9863007068634033,0.98891681432724,0.9909016489982605,0.9882729649543762,0.9923239350318909
64,0.15,0.2,0.24,0.9877151250839233,0.9884176254272461,0.9877151250839233,0.9878832101821899,0.9880996942520142,0.988073468208313,0.9915719032287598
64,0.15,0.4,0.06,0.9870444536209106,0.9875376224517822,0.9873631000518799,0.9885512590408325,0.9883962869644165,0.9870444536209106,0.9927963018417358
64,0.15,0.4,0.12,0.9869832992553711,0.9869832992553711,0.9874218702316284,0.9899696707725525,0.9881951212882996,0.9882653951644897,0.9931375980377197
64,0.15,0.4,0.24,0.9879322648048401,0.9893574714660645,0.9880160093307495,0.9895126819610596,0.9889910221099854,0.9879322648048401,0.9925049543380737
64,0.15,0.8,0.06,0.9878098964691162,0.9881112575531006,0.9883918762207031,0.988804817199707,0.9896191358566284,0.9878098964691162,0.9921557903289795
64,0.15,0.8,0.12,0.9851423501968384,0.9889566898345947,0.9874405860900879,0.9851423501968384,0.9896230101585388,0.9893154501914978,0.9920763373374939
64,0.15,0.8,0.24,0.9872612357139587,0.9889415502548218,0.9872612357139587,0.9873690605163574,0.9893200397491455,0.9876612424850464,0.9922549724578857
64,0.3,0.2,0.06,0.9880589246749878,0.9894347190856934,0.9880589246749878,0.988700807094574,0.9896188974380493,0.9882198572158813,0.991456151008606
64,0.3,0.2,0.12,0.9858496785163879,0.9871063828468323,0.9858496785163879,0.9883472919464111,0.9894677400588989,0.9874090552330017,0.9921535849571228
64,0.3,0.2,0.24,0.9873810410499573,0.9880083799362183,0.9873810410499573,0.9884985089302063,0.9903380274772644,0.9895058274269104,0.9914476275444031
64,0.3,0.4,0.06,0.986506462097168,0.9875375032424927,0.986506462097168,0.9866032600402832,0.987675130367279,0.987035870552063,0.9921942949295044
64,0.3,0.4,0.12,0.9879641532897949,0.9879641532897949,0.9891893267631531,0.9882211685180664,0.9884001612663269,0.9884153604507446,0.9909986257553101
64,0.3,0.4,0.24,0.9868884086608887,0.9885981678962708,0.9868884086608887,0.9883232712745667,0.99056077003479,0.9870214462280273,0.9939479231834412
64,0.3,0.8,0.06,0.9860050678253174,0.9885397553443909,0.9860050678253174,0.989720344543457,0.9883325099945068,0.9872956275939941,0.9911315441131592
64,0.3,0.8,0.12,0.9852087497711182,0.9852087497711182,0.9870911836624146,0.9874423146247864,0.9893934726715088,0.9880211353302002,0.9920874238014221
64,0.3,0.8,0.24,0.9861664175987244,0.9861664175987244,0.9872201681137085,0.9884274005889893,0.9876998066902161,0.9873768091201782,0.992817223072052
64,0.6,0.2,0.06,0.9787968397140503,0.9787968397140503,0.9818905591964722,0.9872542023658752,0.9845201969146729,0.9870337247848511,0.9850781559944153
64,0.6,0.2,0.12,0.9847086668014526,0.9897276163101196,0.9871102571487427,0.9910434484481812,0.9889729022979736,0.9847086668014526,0.9911532998085022
64,0.6,0.2,0.24,0.9853832721710205,0.9863258004188538,0.9862164258956909,0.9874609708786011,0.9890502691268921,0.9853832721710205,0.9896471500396729
64,0.6,0.4,0.06,0.9845020771026611,0.9870961308479309,0.9845020771026611,0.9883764982223511,0.988227128982544,0.9858886003494263,0.9916974306106567
64,0.6,0.4,0.12,0.9846252202987671,0.9876906871795654,0.9861257076263428,0.9846252202987671,0.986983597278595,0.9852676391601562,0.9879297018051147
64,0.6,0.4,0.24,0.9773483872413635,0.9884417057037354,0.9854604005813599,0.9790672659873962,0.9860057830810547,0.9871816635131836,0.9773483872413635
64,0.6,0.8,0.06,0.9828982353210449,0.9843365550041199,0.9874900579452515,0.9869288206100464,0.9889501929283142,0.9864862561225891,0.9828982353210449
64,0.6,0.8,0.12,0.9829684495925903,0.9876248836517334,0.9867715239524841,0.9890807867050171,0.9875016212463379,0.9879401326179504,0.9829684495925903
64,0.6,0.8,0.24,0.9813187718391418,0.9840266704559326,0.9889599680900574,0.9870372414588928,0.9887046217918396,0.9882951974868774,0.9813187718391418
128,0.15,0.2,0.06,0.7919452786445618,0.824763298034668,0.8557119369506836,0.7946537733078003,0.8069769144058228,0.7919452786445618,0.8348597884178162
128,0.15,0.2,0.12,0.7835848331451416,0.8308377265930176,0.8747149705886841,0.7835848331451416,0.801706075668335,0.7993702292442322,0.8279104232788086
128,0.15,0.2,0.24,0.7675272822380066,0.8260679841041565,0.8509175777435303,0.8036444187164307,0.7938640117645264,0.7675272822380066,0.8354260325431824
128,0.15,0.4,0.06,0.8019475936889648,0.8238528370857239,0.8495919108390808,0.8027865290641785,0.8019475936889648,0.808758020401001,0.8142568469047546
128,0.15,0.4,0.12,0.7892651557922363,0.8326920866966248,0.8422569036483765,0.7981124520301819,0.7892651557922363,0.7904506921768188,0.8282898664474487
128,0.15,0.4,0.24,0.7776191234588623,0.8468507528305054,0.852576732635498,0.8054627776145935,0.7846846580505371,0.7776191234588623,0.835079550743103
128,0.15,0.8,0.06,0.774141788482666,0.8291739225387573,0.834270179271698,0.805390477180481,0.8011401295661926,0.774141788482666,0.8275353908538818
128,0.15,0.8,0.12,0.7777684926986694,0.8246729969978333,0.8451818227767944,0.7909929752349854,0.8020058870315552,0.7777684926986694,0.8313716650009155
128,0.15,0.8,0.24,0.8011417388916016,0.8289669752120972,0.8608905076980591,0.8139871954917908,0.802973747253418,0.8011417388916016,0.823783814907074
128,0.3,0.2,0.06,0.7812327146530151,0.8532963991165161,0.8627382516860962,0.800931453704834,0.7812327146530151,0.7889112234115601,0.8167939186096191
128,0.3,0.2,0.12,0.7970079183578491,0.8422975540161133,0.8564777374267578,0.8217122554779053,0.812291145324707,0.7970079183578491,0.8204533457756042
128,0.3,0.2,0.24,0.8024483919143677,0.84391850233078,0.858562707901001,0.8131599426269531,0.8024483919143677,0.8045006990432739,0.8250234723091125
128,0.3,0.4,0.06,0.8018633127212524,0.81676185131073,0.8402233719825745,0.8311782479286194,0.8018633127212524,0.8085117340087891,0.8330177664756775
128,0.3,0.4,0.12,0.7925984263420105,0.8586359024047852,0.8656606078147888,0.8327594995498657,0.7925984263420105,0.8074742555618286,0.8323057293891907
128,0.3,0.4,0.24,0.7783042192459106,0.8599163293838501,0.8590962886810303,0.8003110289573669,0.8023763298988342,0.7783042192459106,0.8316155672073364
128,0.3,0.8,0.06,0.7910819053649902,0.8242924213409424,0.8359895348548889,0.803490161895752,0.7948251962661743,0.7910819053649902,0.8166961073875427
128,0.3,0.8,0.12,0.7891665697097778,0.8292455673217773,0.8547437191009521,0.7990930080413818,0.7891665697097778,0.7931113243103027,0.8260285258293152
128,0.3,0.8,0.24,0.7827770709991455,0.848000168800354,0.8557298183441162,0.8025063872337341,0.8094115853309631,0.7827770709991455,0.8352429866790771
128,0.6,0.2,0.06,0.7781600952148438,0.8547586798667908,0.8422382473945618,0.8842419981956482,0.7869497537612915,0.7781600952148438,0.8266471028327942
128,0.6,0.2,0.12,0.7808936834335327,0.8733929991722107,0.8439192771911621,0.7808936834335327,0.8268659114837646,0.7998685836791992,0.818060040473938
128,0.6,0.2,0.24,0.7950542569160461,0.8708526492118835,0.8406049013137817,0.8108643889427185,0.7991476655006409,0.7950542569160461,0.8294050693511963
128,0.6,0.4,0.06,0.7882599830627441,0.8630393743515015,0.8537790775299072,0.7882599830627441,0.7903597950935364,0.8030192852020264,0.8115708231925964
128,0.6,0.4,0.12,0.7982208728790283,0.8504173159599304,0.8387161493301392,0.8092327117919922,0.8050016760826111,0.7982208728790283,0.8183788061141968
128,0.6,0.4,0.24,0.7760670185089111,0.8312551975250244,0.8594610095024109,0.8204010725021362,0.7760670185089111,0.8008564710617065,0.8126537203788757
128,0.6,0.8,0.06,0.8047857284545898,0.8637945652008057,0.8488560914993286,0.8215242028236389,0.8047857284545898,0.8051837682723999,0.8307326436042786
128,0.6,0.8,0.12,0.8054460287094116,0.820534348487854,0.8392753005027771,0.8158948421478271,0.8241563439369202,0.8054460287094116,0.8241467475891113
128,0.6,0.8,0.24,0.8027909398078918,0.8620789647102356,0.8678514957427979,0.8027909398078918,0.8059098720550537,0.8069196343421936,0.8422465920448303
256,0.15,0.2,0.06,0.32908472418785095,0.32908472418785095,0.37782973051071167,0.36946070194244385,0.3647332489490509,0.435540109872818,0.39448297023773193
256,0.15,0.2,0.12,0.349007785320282,0.37479880452156067,0.3792763352394104,0.349007785320282,0.38617730140686035,0.41382765769958496,0.3886074423789978
256,0.15,0.2,0.24,0.3479069471359253,0.3479069471359253,0.38342761993408203,0.3674415349960327,0.400901734828949,0.3899989724159241,0.3985501527786255
256,0.15,0.4,0.06,0.3364969789981842,0.3364969789981842,0.3733876645565033,0.38769760727882385,0.36401134729385376,0.398305743932724,0.388337105512619
256,0.15,0.4,0.12,0.3303928077220917,0.3303928077220917,0.38644659519195557,0.35789018869400024,0.373701274394989,0.3781675696372986,0.3841181695461273
256,0.15,0.4,0.24,0.32886970043182373,0.32886970043182373,0.381669282913208,0.3854008615016937,0.3922056257724762,0.42175281047821045,0.3962370753288269
256,0.15,0.8,0.06,0.28518223762512207,0.28518223762512207,0.3935524821281433,0.33618199825286865,0.3756439983844757,0.40999478101730347,0.3976100981235504
256,0.15,0.8,0.12,0.3143400549888611,0.3143400549888611,0.37351447343826294,0.3511222302913666,0.3641948699951172,0.41891035437583923,0.40597444772720337
256,0.15,0.8,0.24,0.30925577878952026,0.30925577878952026,0.3767215609550476,0.369951069355011,0.3843406140804291,0.39485856890678406,0.4055200219154358
256,0.3,0.2,0.06,0.3646875023841858,0.41080814599990845,0.38465747237205505,0.4003584086894989,0.3939763307571411,0.3991737365722656,0.3646875023841858
256,0.3,0.2,0.12,0.37271830439567566,0.37271830439567566,0.39767760038375854,0.41737934947013855,0.3819172978401184,0.4200443625450134,0.40608611702919006
256,0.3,0.2,0.24,0.3690285086631775,0.38688528537750244,0.4072403311729431,0.3690285086631775,0.3880464434623718,0.39635002613067627,0.3892650306224823
256,0.3,0.4,0.06,0.37480565905570984,0.3891218900680542,0.37620818614959717,0.41527870297431946,0.37480565905570984,0.4232896566390991,0.42370617389678955
256,0.3,0.4,0.12,0.3714863359928131,0.37629494071006775,0.398274302482605,0.3714863359928131,0.3732154965400696,0.4215591847896576,0.3999970257282257
256,0.3,0.4,0.24,0.3730926215648651,0.3838481903076172,0.3784893751144409,0.3730926215648651,0.3887473940849304,0.4070552587509155,0.41280460357666016
256,0.3,0.8,0.06,0.370583713054657,0.3866482079029083,0.370583713054657,0.37774837017059326,0.38937968015670776,0.39291858673095703,0.40891003608703613
256,0.3,0.8,0.12,0.37431561946868896,0.37431561946868896,0.3937671184539795,0.3808567225933075,0.40643852949142456,0.3865410089492798,0.39334502816200256
256,0.3,0.8,0.24,0.36370688676834106,0.37464284896850586,0.42150044441223145,0.3985109031200409,0.36370688676834106,0.4108644425868988,0.39229676127433777
256,0.6,0.2,0.06,0.3654935359954834,0.3654935359954834,0.3826337456703186,0.3734423518180847,0.4031233787536621,0.37174952030181885,0.3981876075267792
256,0.6,0.2,0.12,0.35467755794525146,0.3647342324256897,0.38265493512153625,0.35467755794525146,0.40618300437927246,0.3888290524482727,0.39142149686813354
256,0.6,0.2,0.24,0.37215757369995117,0.4006991684436798,0.38661471009254456,0.3798820376396179,0.37215757369995117,0.39024096727371216,0.4222959280014038
256,0.6,0.4,0.06,0.3566177487373352,0.3566177487373352,0.39423668384552,0.3717944324016571,0.3891284465789795,0.39447104930877686,0.3789418637752533
256,0.6,0.4,0.12,0.373859167098999,0.373859167098999,0.39189600944519043,0.3837246894836426,0.3832300901412964,0.3908832371234894,0.3798372447490692
256,0.6,0.4,0.24,0.37405508756637573,0.378847599029541,0.38636520504951477,0.37405508756637573,0.4018733501434326,0.3938535451889038,0.39212706685066223
256,0.6,0.8,0.06,0.37531083822250366,0.40591490268707275,0.37956222891807556,0.3883172571659088,0.37531083822250366,0.3894929885864258,0.3996228575706482
256,0.6,0.8,0.12,0.36563873291015625,0.39674562215805054,0.3938402533531189,0.37720170617103577,0.36755236983299255,0.36563873291015625,0.41820043325424194
256,0.6,0.8,0.24,0.37456440925598145,0.3842695951461792,0.3920978903770447,0.3906482458114624,0.37456440925598145,0.37772390246391296,0.3823699951171875
512,0.15,0.2,0.06,0.27584969997406006,0.27584969997406006,0.3032541871070862,0.2807448208332062,0.2836143970489502,0.322782039642334,0.2872697114944458
512,0.15,0.2,0.12,0.26271289587020874,0.26474907994270325,0.2945987284183502,0.27714067697525024,0.26271289587020874,0.33867204189300537,0.29897427558898926
512,0.15,0.2,0.24,0.274664044380188,0.2747621536254883,0.2934218645095825,0.274664044380188,0.2877947688102722,0.32009607553482056,0.2831105887889862
512,0.15,0.4,0.06,0.2734242379665375,0.32145339250564575,0.2949317693710327,0.27687937021255493,0.2797279953956604,0.29631662368774414,0.2734242379665375
512,0.15,0.4,0.12,0.28026700019836426,0.286523699760437,0.29469746351242065,0.28361207246780396,0.28026700019836426,0.31280186772346497,0.29063788056373596
512,0.15,0.4,0.24,0.26819074153900146,0.2857147753238678,0.2813912630081177,0.2952585220336914,0.26819074153900146,0.32123881578445435,0.2719966173171997
512,0.15,0.8,0.06,0.27569133043289185,0.3236161470413208,0.29884961247444153,0.2839987576007843,0.27569133043289185,0.31126558780670166,0.30648505687713623
512,0.15,0.8,0.12,0.27916422486305237,0.2865419387817383,0.3165247142314911,0.2875228822231293,0.28484034538269043,0.3152585029602051,0.27916422486305237
512,0.15,0.8,0.24,0.28633612394332886,0.287311315536499,0.3008590340614319,0.28633612394332886,0.29943472146987915,0.31162020564079285,0.2889387607574463
512,0.3,0.2,0.06,0.27037864923477173,0.3026251494884491,0.2972567677497864,0.27037864923477173,0.27918094396591187,0.3248150646686554,0.3058162331581116
512,0.3,0.2,0.12,0.2812306582927704,0.311443954706192,0.3088874816894531,0.2812306582927704,0.3031497597694397,0.3232058882713318,0.3039156496524811
512,0.3,0.2,0.24,0.2880987226963043,0.297654926776886,0.32206398248672485,0.29187536239624023,0.2880987226963043,0.31387925148010254,0.3201000690460205
512,0.3,0.4,0.06,0.2790418863296509,0.30357950925827026,0.3178394138813019,0.2883734405040741,0.2790418863296509,0.2946552634239197,0.3086263835430145
512,0.3,0.4,0.12,0.2768971621990204,0.29148638248443604,0.30100327730178833,0.2975006401538849,0.31081968545913696,0.2768971621990204,0.30661314725875854
512,0.3,0.4,0.24,0.29712486267089844,0.29712486267089844,0.3107309341430664,0.3116554617881775,0.30130910873413086,0.314969539642334,0.3060901165008545
512,0.3,0.8,0.06,0.2841476798057556,0.33262765407562256,0.28911644220352173,0.2940323054790497,0.2841476798057556,0.3135579824447632,0.32124385237693787
512,0.3,0.8,0.12,0.29248589277267456,0.30377671122550964,0.29248589277267456,0.3484223484992981,0.29800593852996826,0.3236716389656067,0.3097931742668152
512,0.3,0.8,0.24,0.28467071056365967,0.2847312390804291,0.29350972175598145,0.28975343704223633,0.2999972999095917,0.32821324467658997,0.28467071056365967
512,0.6,0.2,0.06,0.2824615240097046,0.2948373854160309,0.31275877356529236,0.2824615240097046,0.30690640211105347,0.29534921050071716,0.30684131383895874
512,0.6,0.2,0.12,0.2887732684612274,0.29142144322395325,0.28941816091537476,0.30241310596466064,0.2887732684612274,0.31014084815979004,0.29212185740470886
512,0.6,0.2,0.24,0.2857739329338074,0.29984405636787415,0.30664709210395813,0.32441839575767517,0.28957056999206543,0.2857739329338074,0.3146810829639435
512,0.6,0.4,0.06,0.2832186818122864,0.29874387383461,0.2875014543533325,0.29016023874282837,0.3022364377975464,0.3319528102874756,0.2832186818122864
512,0.6,0.4,0.12,0.2720875144004822,0.28157418966293335,0.28907662630081177,0.2927860617637634,0.2953212261199951,0.2893482744693756,0.2720875144004822
512,0.6,0.4,0.24,0.2742743492126465,0.29158779978752136,0.30192404985427856,0.2742743492126465,0.28537270426750183,0.29831331968307495,0.3176972270011902
512,0.6,0.8,0.06,0.2660580277442932,0.2660580277442932,0.2986161410808563,0.28074565529823303,0.2975386679172516,0.2901011109352112,0.31435626745224
512,0.6,0.8,0.12,0.28163015842437744,0.28885340690612793,0.28163015842437744,0.2913173735141754,0.2929212152957916,0.3018808364868164,0.286815345287323
512,0.6,0.8,0.24,0.27868977189064026,0.2839771509170532,0.3148818910121918,0.27868977189064026,0.2841768264770508,0.30367550253868103,0.28640466928482056
